customer_id,enquiry_date,total_credit_cards,credit_utilization_ratio,oldest_account_months,recent_defaults
CUST01976,2024-03-06,8,0.26,133,1
CUST01977,2024-07-14,7,0.85,107,1
CUST01978,2023-06-16,1,0.88,36,0
CUST01979,2023-07-12,3,0.71,123,3
CUST01980,2023-09-06,5,0.81,49,3
CUST01981,2023-06-24,2,0.3,11,2
CUST01982,2024-04-02,5,0.39,182,1
CUST01983,2024-07-11,4,0.41,164,0
CUST01984,2024-06-23,8,0.13,82,3
CUST01985,2024-02-12,7,0.23,165,0
CUST01986,2024-06-24,5,0.23,36,0
CUST01987,2024-04-09,6,0.59,154,0
CUST01988,2023-10-05,5,0.61,138,0
CUST01989,2024-07-27,4,0.11,94,0
CUST01990,2024-11-14,1,0.27,14,0
CUST01991,2023-08-11,2,0.51,139,0
CUST01992,2023-08-02,3,0.24,37,0
CUST01993,2024-05-18,1,0.42,17,0
CUST01994,2024-11-04,2,0.72,120,1
CUST01995,2023-09-15,0,0.09,44,0
CUST01996,2023-09-08,4,0.57,73,0
CUST01997,2024-09-04,5,0.31,68,0
CUST01998,2023-11-04,6,0.89,211,0
CUST01999,2024-04-17,6,0.59,109,0
CUST02000,2024-07-13,8,0.44,25,1
CUST02001,2023-05-31,7,0.33,17,0
CUST02002,2024-01-06,5,0.69,217,0
CUST02003,2024-08-28,2,0.1,196,1
CUST02004,2023-05-20,0,0.62,130,0
CUST02005,2023-06-16,6,0.4,23,1
CUST02006,2023-06-19,3,0.34,187,0
CUST02007,2024-09-08,6,0.74,134,0
CUST02008,2023-12-01,5,0.34,122,2
CUST02009,2024-06-29,5,0.77,100,1
CUST02010,2024-03-26,8,0.54,196,0
CUST02011,2023-07-09,0,0.56,139,0
CUST02012,2024-03-04,8,0.36,42,0
CUST02013,2023-02-26,7,0.9,51,2
CUST02014,2024-01-01,1,0.45,218,2
CUST02015,2023-08-06,1,0.29,188,1
CUST02016,2023-11-28,8,0.07,175,0
CUST02017,2023-04-25,8,0.28,166,0
CUST02018,2024-03-03,4,0.67,82,2
CUST02019,2024-12-22,7,0.26,122,1
CUST02020,2023-11-26,3,0.35,179,1
CUST02021,2023-06-19,8,0.85,42,0
CUST02022,2024-01-15,7,0.54,71,0
CUST02023,2023-06-28,8,0.69,71,0
CUST02024,2023-05-18,1,0.76,136,0
CUST02025,2023-04-02,7,0.77,205,0
CUST02026,2024-06-13,3,0.06,192,0
CUST02027,2024-08-01,4,0.59,240,1
CUST02028,2024-06-05,8,0.11,130,1
CUST02029,2024-07-17,2,0.54,91,0
CUST02030,2024-10-28,0,0.86,210,0
CUST02031,2023-09-08,4,0.85,27,0
CUST02032,2023-10-06,3,0.18,162,0
CUST02033,2023-01-25,8,0.6,131,2
CUST02034,2024-01-12,7,0.41,55,3
CUST02035,2023-07-07,7,0.74,72,0
CUST02036,2023-01-15,5,0.6,42,0
CUST02037,2023-07-30,8,0.66,132,2
CUST02038,2023-04-11,1,0.33,84,0
CUST02039,2023-06-10,4,0.11,155,2
CUST02040,2023-05-12,3,0.88,172,0
CUST02041,2023-10-01,7,0.55,103,1
CUST02042,2023-03-15,6,0.63,24,0
CUST02043,2023-02-18,3,0.65,205,0
CUST02044,2024-03-26,4,0.05,54,0
CUST02045,2024-09-15,4,0.62,106,0
CUST02046,2024-06-01,7,0.66,142,0
CUST02047,2024-06-22,3,0.43,174,0
CUST02048,2023-03-16,2,0.6,80,1
CUST02049,2023-08-27,2,0.49,110,1
CUST02050,2024-01-07,5,0.46,169,1
CUST02051,2023-07-07,7,0.65,35,2
CUST02052,2023-04-04,8,0.32,144,1
CUST02053,2024-03-24,2,0.5,90,1
CUST02054,2024-09-19,3,0.42,52,0
CUST02055,2023-08-20,2,0.45,134,0
CUST02056,2023-04-15,3,0.51,79,0
CUST02057,2023-12-16,6,0.58,86,1
CUST02058,2023-03-30,1,0.7,235,1
CUST02059,2023-06-22,4,0.67,106,0
CUST02060,2024-04-06,4,0.32,149,1
CUST02061,2024-04-24,6,0.32,195,0
CUST02062,2023-07-13,2,0.43,125,0
CUST02063,2024-09-07,8,0.43,104,0
CUST02064,2023-08-25,4,0.29,72,0
CUST02065,2024-02-18,8,0.47,112,0
CUST02066,2024-01-09,4,0.93,205,2
CUST02067,2023-03-05,7,0.8,216,2
CUST02068,2024-03-04,4,0.33,14,0
CUST02069,2023-08-07,7,0.87,51,1
CUST02070,2023-06-18,7,0.31,9,1
CUST02071,2023-12-07,1,0.38,115,0
CUST02072,2023-07-04,8,0.47,221,1
CUST02073,2024-10-17,2,0.69,193,1
CUST02074,2024-04-28,3,0.86,196,0
CUST02075,2023-08-04,0,0.71,25,0
CUST02076,2023-12-22,4,0.53,219,0
CUST02077,2024-06-20,4,0.94,193,0
CUST02078,2023-06-23,0,0.5,236,0
CUST02079,2024-07-30,0,0.06,162,0
CUST02080,2023-03-05,2,0.84,114,0
CUST02081,2024-02-22,2,0.59,21,0
CUST02082,2024-11-13,7,0.31,141,0
CUST02083,2023-05-13,8,0.2,63,0
CUST02084,2023-12-16,3,0.47,69,1
CUST02085,2023-01-29,2,0.91,7,0
CUST02086,2023-05-16,0,0.8,144,1
CUST02087,2024-07-17,3,0.07,81,0
CUST02088,2024-05-03,5,0.18,74,0
CUST02089,2023-07-08,1,0.48,195,0
CUST02090,2024-09-03,3,0.17,161,1
CUST02091,2024-08-20,7,0.48,20,1
CUST02092,2024-07-17,4,0.42,151,1
CUST02093,2023-12-16,2,0.57,203,2
CUST02094,2024-01-11,6,0.65,96,0
CUST02095,2023-09-04,5,0.13,197,0
CUST02096,2023-06-16,8,0.83,157,2
CUST02097,2023-01-25,0,0.83,43,0
CUST02098,2023-01-06,7,0.38,219,0
CUST02099,2024-03-16,3,0.76,226,2
CUST02100,2023-09-09,7,0.63,44,2
CUST02101,2023-11-05,8,0.59,63,1
CUST02102,2023-12-12,2,0.39,28,0
CUST02103,2024-09-23,8,0.64,232,0
CUST02104,2024-04-25,8,0.42,225,0
CUST02105,2024-01-13,8,0.85,138,0
CUST02106,2023-07-05,3,0.69,236,0
CUST02107,2024-04-27,7,0.89,122,0
CUST02108,2024-04-27,8,0.54,202,0
CUST02109,2024-12-19,6,0.15,238,0
CUST02110,2024-01-03,5,0.09,44,2
CUST02111,2024-08-10,4,0.91,30,0
CUST02112,2024-07-18,4,0.29,101,0
CUST02113,2024-06-18,7,0.61,224,2
CUST02114,2023-02-19,6,0.63,183,0
CUST02115,2023-08-28,8,0.43,174,0
CUST02116,2023-06-01,6,0.7,212,0
CUST02117,2024-06-22,7,0.86,51,2
CUST02118,2023-10-26,0,0.14,74,0
CUST02119,2023-06-28,1,0.36,217,0
CUST02120,2024-02-03,1,0.89,23,0
CUST02121,2024-03-02,3,0.74,34,0
CUST02122,2023-09-28,7,0.5,17,2
CUST02123,2023-02-28,4,0.39,207,0
CUST02124,2024-01-23,2,0.64,150,0
CUST02125,2024-05-07,7,0.62,129,2
CUST02126,2023-06-18,4,0.33,151,1
CUST02127,2023-07-15,0,0.89,17,3
CUST02128,2023-12-25,2,0.73,59,2
CUST02129,2024-09-14,6,0.57,203,3
CUST02130,2024-06-06,6,0.52,225,0
CUST02131,2023-08-24,4,0.39,239,0
CUST02132,2024-08-24,2,0.38,205,0
CUST02133,2024-05-02,2,0.06,225,3
CUST02134,2023-01-07,0,0.58,52,0
CUST02135,2023-12-21,2,0.34,130,0
CUST02136,2023-11-07,6,0.47,212,0
CUST02137,2023-12-06,4,0.57,222,0
CUST02138,2023-10-17,6,0.78,226,0
CUST02139,2024-03-04,2,0.82,51,2
CUST02140,2023-05-24,5,0.6,15,0
CUST02141,2024-01-03,3,0.59,218,0
CUST02142,2024-05-27,7,0.39,178,0
CUST02143,2023-09-16,3,0.74,12,2
CUST02144,2024-05-05,0,0.49,89,0
CUST02145,2024-08-23,2,0.4,58,0
CUST02146,2023-09-23,1,0.16,174,0
CUST02147,2023-11-28,8,0.27,207,0
CUST02148,2024-04-11,7,0.34,202,0
CUST02149,2023-05-25,0,0.24,228,3
CUST02150,2024-03-20,1,0.6,167,0
CUST02151,2023-07-17,3,0.47,136,0
CUST02152,2023-03-22,2,0.95,89,0
CUST02153,2024-11-27,0,0.31,153,0
CUST02154,2023-07-05,4,0.48,204,0
CUST02155,2023-04-29,2,0.58,175,2
CUST02156,2023-07-26,6,0.58,35,1
CUST02157,2023-05-19,0,0.48,52,3
CUST02158,2023-09-17,0,0.26,127,0
CUST02159,2024-05-10,4,0.91,92,1
CUST02160,2024-07-01,7,0.91,221,0
CUST02161,2023-05-06,8,0.31,214,0
CUST02162,2023-04-14,2,0.79,207,0
CUST02163,2023-01-10,5,0.9,143,2
CUST02164,2023-05-31,8,0.65,217,0
CUST02165,2023-08-23,4,0.31,80,0
CUST02166,2023-04-27,0,0.82,21,2
CUST02167,2023-05-02,6,0.14,172,0
CUST02168,2023-01-13,8,0.73,164,0
CUST02169,2023-03-26,5,0.64,71,0
CUST02170,2023-01-08,8,0.71,28,0
CUST02171,2024-08-11,6,0.17,240,0
CUST02172,2023-03-06,0,0.13,133,0
CUST02173,2024-07-28,3,0.17,108,0
CUST02174,2023-11-25,4,0.72,199,0
CUST02175,2023-07-23,4,0.46,38,3
CUST02176,2023-04-07,5,0.33,214,0
CUST02177,2023-01-16,0,0.6,147,0
CUST02178,2023-11-21,7,0.47,153,0
CUST02179,2024-03-21,4,0.31,116,0
CUST02180,2023-11-14,0,0.57,15,0
CUST02181,2023-12-27,1,0.4,21,0
CUST02182,2023-04-07,1,0.66,172,0
CUST02183,2024-02-06,0,0.85,240,0
CUST02184,2024-09-05,6,0.09,122,0
CUST02185,2023-03-22,8,0.49,205,0
CUST02186,2023-07-10,2,0.1,93,0
CUST02187,2024-05-06,2,0.39,53,0
CUST02188,2023-11-12,5,0.13,7,0
CUST02189,2024-08-16,5,0.2,74,0
CUST02190,2024-01-07,6,0.89,171,1
CUST02191,2023-03-15,1,0.79,49,2
CUST02192,2023-02-16,3,0.28,115,0
CUST02193,2023-10-11,3,0.89,147,1
CUST02194,2023-04-19,6,0.52,113,0
CUST02195,2023-01-24,5,0.24,167,0
CUST02196,2024-11-10,4,0.89,78,0
CUST02197,2023-12-04,0,0.64,240,3
CUST02198,2023-10-11,1,0.4,174,0
CUST02199,2024-08-30,8,0.19,118,0
CUST02200,2023-10-30,2,0.84,168,0
CUST02201,2023-12-13,3,0.83,79,0
CUST02202,2023-10-12,6,0.46,194,0
CUST02203,2024-01-15,1,0.18,177,1
CUST02204,2024-06-15,0,0.13,225,0
CUST02205,2023-06-04,7,0.15,225,0
CUST02206,2023-01-28,4,0.37,39,0
CUST02207,2023-06-17,1,0.83,141,0
CUST02208,2023-07-07,5,0.54,138,0
CUST02209,2024-09-14,5,0.07,32,0
CUST02210,2024-07-11,2,0.05,12,2
CUST02211,2023-12-16,8,0.9,219,0
CUST02212,2024-02-02,5,0.79,101,0
CUST02213,2024-12-17,6,0.28,125,0
CUST02214,2023-09-06,0,0.52,159,0
CUST02215,2023-11-18,3,0.41,13,0
CUST02216,2023-02-24,6,0.24,129,0
CUST02217,2024-03-10,1,0.14,83,1
CUST02218,2023-10-19,5,0.25,14,0
CUST02219,2023-09-05,2,0.67,94,0
CUST02220,2024-09-04,8,0.28,87,0
CUST02221,2024-08-24,1,0.22,36,0
CUST02222,2024-04-23,5,0.68,104,1
CUST02223,2024-09-23,5,0.33,62,3
CUST02224,2023-11-11,4,0.83,108,0
CUST02225,2023-11-17,7,0.66,105,2
CUST02226,2023-11-04,0,0.2,234,0
CUST02227,2024-02-01,6,0.28,103,0
CUST02228,2024-12-14,1,0.65,176,0
CUST02229,2024-03-13,4,0.07,69,0
CUST02230,2023-10-08,1,0.83,212,0
CUST02231,2024-10-21,6,0.59,40,0
CUST02232,2024-07-06,5,0.75,150,0
CUST02233,2024-11-23,3,0.79,112,2
CUST02234,2023-04-28,4,0.24,58,0
CUST02235,2024-02-08,7,0.8,65,0
CUST02236,2023-07-30,7,0.48,240,1
CUST02237,2023-02-23,2,0.63,144,0
CUST02238,2024-07-07,0,0.88,143,0
CUST02239,2023-05-27,6,0.31,10,0
CUST02240,2023-05-26,0,0.7,230,0
CUST02241,2023-10-21,6,0.49,71,0
CUST02242,2024-10-03,3,0.52,224,0
CUST02243,2023-10-19,7,0.83,79,1
CUST02244,2024-02-04,8,0.22,85,3
CUST02245,2024-10-04,5,0.68,46,1
CUST02246,2023-01-01,6,0.75,22,2
CUST02247,2023-06-19,6,0.27,231,0
CUST02248,2023-08-15,5,0.61,24,0
CUST02249,2023-02-10,1,0.59,82,0
CUST02250,2024-04-04,3,0.19,134,0
CUST02251,2023-07-21,0,0.09,168,0
CUST02252,2023-09-14,8,0.09,141,0
CUST02253,2024-02-28,6,0.74,109,0
CUST02254,2023-07-04,4,0.41,233,1
CUST02255,2023-05-20,4,0.76,230,2
CUST02256,2024-04-10,2,0.63,150,0
CUST02257,2024-01-31,6,0.54,197,0
CUST02258,2023-08-25,0,0.65,207,3
CUST02259,2024-11-30,0,0.41,44,0
CUST02260,2023-11-16,1,0.12,47,0
CUST02261,2023-05-28,8,0.3,134,2
CUST02262,2023-01-02,4,0.42,105,0
CUST02263,2024-06-12,0,0.6,53,0
CUST02264,2023-04-18,3,0.55,74,0
CUST02265,2024-05-02,8,0.8,204,0
CUST02266,2023-04-07,5,0.58,29,0
CUST02267,2024-08-03,2,0.1,111,0
CUST02268,2023-04-14,2,0.31,43,0
CUST02269,2024-06-02,0,0.11,144,0
CUST02270,2023-04-12,1,0.68,211,0
CUST02271,2024-02-29,4,0.82,163,0
CUST02272,2024-08-15,1,0.16,61,0
CUST02273,2024-02-24,3,0.6,62,0
CUST02274,2023-07-23,8,0.17,89,0
CUST02275,2023-08-17,1,0.9,174,0
CUST02276,2024-03-24,3,0.21,6,0
CUST02277,2024-04-16,6,0.63,44,2
CUST02278,2024-09-12,5,0.17,109,0
CUST02279,2023-02-24,4,0.31,92,0
CUST02280,2024-11-29,5,0.08,55,3
CUST02281,2024-04-19,6,0.51,189,3
CUST02282,2024-08-18,6,0.57,107,1
CUST02283,2024-10-25,0,0.13,10,0
CUST02284,2024-09-07,0,0.64,165,1
CUST02285,2024-06-15,0,0.66,63,0
CUST02286,2024-03-31,3,0.15,83,0
CUST02287,2024-05-28,1,0.19,16,1
CUST02288,2023-01-22,2,0.74,207,0
CUST02289,2023-12-13,8,0.52,90,0
CUST02290,2024-08-30,4,0.16,163,2
CUST02291,2023-06-11,8,0.43,86,1
CUST02292,2024-06-21,4,0.59,107,2
CUST02293,2024-09-24,3,0.09,156,0
CUST02294,2024-12-29,1,0.38,42,0
CUST02295,2023-02-02,1,0.25,34,0
CUST02296,2023-01-25,4,0.47,9,0
CUST02297,2024-07-14,2,0.23,136,2
CUST02298,2024-01-16,2,0.44,58,0
CUST02299,2024-05-26,3,0.25,35,0
CUST02300,2024-04-25,7,0.44,220,0
CUST02301,2024-10-12,4,0.37,186,0
CUST02302,2023-06-22,1,0.88,35,1
CUST02303,2024-08-07,6,0.42,226,0
CUST02304,2023-04-05,6,0.41,191,1
CUST02305,2024-10-17,0,0.6,87,1
CUST02306,2023-02-02,1,0.28,30,0
CUST02307,2023-08-28,0,0.81,239,1
CUST02308,2024-04-13,0,0.09,224,0
CUST02309,2023-07-24,2,0.58,233,0
CUST02310,2024-12-01,7,0.3,99,3
CUST02311,2023-06-12,3,0.92,187,2
CUST02312,2023-07-26,3,0.13,25,1
CUST02313,2024-12-06,0,0.53,220,1
CUST02314,2023-01-28,7,0.64,192,0
CUST02315,2023-11-11,1,0.31,37,2
CUST02316,2024-11-06,6,0.53,48,0
CUST02317,2023-09-23,3,0.81,174,0
CUST02318,2023-06-13,5,0.66,214,2
CUST02319,2023-07-10,1,0.05,235,1
CUST02320,2023-03-03,5,0.36,46,0
CUST02321,2024-05-04,0,0.73,56,2
CUST02322,2023-10-26,5,0.24,224,0
CUST02323,2023-08-04,5,0.4,150,2
CUST02324,2023-10-17,4,0.49,157,0
CUST02325,2024-03-16,2,0.07,227,0
CUST02326,2023-04-19,1,0.41,237,0
CUST02327,2023-09-11,6,0.16,39,0
CUST02328,2024-06-30,8,0.5,83,0
CUST02329,2023-09-03,2,0.29,43,0
CUST02330,2023-02-15,1,0.66,227,1
CUST02331,2024-08-15,3,0.31,22,0
CUST02332,2024-06-05,1,0.82,62,0
CUST02333,2024-06-11,8,0.39,96,0
CUST02334,2023-02-04,3,0.36,188,0
CUST02335,2024-09-17,4,0.8,58,2
CUST02336,2023-07-25,3,0.62,151,0
CUST02337,2024-11-15,2,0.3,30,0
CUST02338,2023-06-15,5,0.66,196,0
CUST02339,2023-05-10,7,0.76,96,0
CUST02340,2024-04-20,8,0.13,24,0
CUST02341,2024-04-30,2,0.2,141,0
CUST02342,2024-02-17,8,0.66,200,0
CUST02343,2024-09-18,8,0.62,10,1
CUST02344,2024-01-25,2,0.45,101,3
CUST02345,2023-08-16,2,0.43,235,1
CUST02346,2024-08-24,4,0.68,205,0
CUST02347,2024-04-25,5,0.07,137,0
CUST02348,2023-06-28,5,0.1,41,1
CUST02349,2024-12-26,1,0.09,69,1
CUST02350,2024-09-04,8,0.83,137,0
CUST02351,2024-02-21,2,0.32,97,0
CUST02352,2024-06-10,0,0.28,177,0
CUST02353,2024-12-20,3,0.43,222,0
CUST02354,2024-02-09,7,0.85,240,2
CUST02355,2023-08-02,8,0.24,146,0
CUST02356,2024-10-26,3,0.38,238,1
CUST02357,2024-01-29,6,0.49,206,1
CUST02358,2023-02-10,6,0.06,112,0
CUST02359,2023-11-13,7,0.06,102,3
CUST02360,2023-11-11,2,0.73,225,1
CUST02361,2024-04-02,3,0.2,231,0
CUST02362,2023-05-09,0,0.17,179,0
CUST02363,2023-12-07,1,0.17,107,0
CUST02364,2023-01-05,6,0.07,126,0
CUST02365,2024-05-17,8,0.92,154,0
CUST02366,2024-09-19,2,0.07,218,0
CUST02367,2023-09-05,8,0.82,121,1
CUST02368,2024-09-18,3,0.18,82,3
CUST02369,2023-05-08,2,0.36,39,0
CUST02370,2024-07-12,1,0.16,186,1
CUST02371,2023-07-18,1,0.06,53,0
CUST02372,2024-08-13,0,0.09,231,0
CUST02373,2024-06-06,6,0.92,223,0
CUST02374,2024-04-15,4,0.84,119,0
CUST02375,2023-04-12,7,0.7,132,3
CUST02376,2024-11-02,4,0.56,140,0
CUST02377,2024-02-17,0,0.7,179,0
CUST02378,2023-11-23,5,0.41,150,0
CUST02379,2023-12-01,7,0.73,239,0
CUST02380,2023-08-25,1,0.8,84,0
CUST02381,2024-05-13,3,0.05,67,0
CUST02382,2023-05-10,4,0.16,65,1
CUST02383,2023-11-18,1,0.66,25,0
CUST02384,2023-06-06,7,0.2,125,0
CUST02385,2023-02-24,2,0.72,162,0
CUST02386,2024-08-03,6,0.89,105,0
CUST02387,2023-06-22,3,0.72,31,1
CUST02388,2024-11-06,4,0.22,21,1
CUST02389,2024-12-11,0,0.16,12,0
CUST02390,2023-10-20,4,0.73,209,0
CUST02391,2023-02-12,6,0.53,228,0
CUST02392,2023-03-04,6,0.28,140,0
CUST02393,2024-01-19,4,0.61,114,1
CUST02394,2024-08-13,4,0.73,27,0
CUST02395,2024-04-18,1,0.16,110,1
CUST02396,2024-08-19,4,0.89,42,1
CUST02397,2023-06-10,1,0.76,86,3
CUST02398,2023-04-03,8,0.09,90,1
CUST02399,2024-02-09,0,0.73,93,0
CUST02400,2024-11-27,4,0.38,224,0
CUST02401,2024-04-27,7,0.46,11,0
CUST02402,2023-01-14,8,0.54,229,2
CUST02403,2023-01-13,4,0.19,75,1
CUST02404,2023-07-26,4,0.46,214,0
CUST02405,2023-03-28,2,0.26,100,0
CUST02406,2024-11-04,8,0.78,156,0
CUST02407,2024-07-06,0,0.14,149,1
CUST02408,2023-01-14,5,0.73,67,0
CUST02409,2024-12-17,8,0.37,235,0
CUST02410,2024-10-21,4,0.13,153,0
CUST02411,2024-06-04,1,0.72,28,0
CUST02412,2023-11-26,2,0.77,198,0
CUST02413,2024-12-29,5,0.37,213,0
CUST02414,2024-10-16,5,0.39,82,0
CUST02415,2024-11-19,5,0.56,75,0
CUST02416,2023-02-04,0,0.48,68,1
CUST02417,2024-12-10,4,0.28,219,0
CUST02418,2023-04-23,0,0.59,207,0
CUST02419,2023-11-30,0,0.33,73,0
CUST02420,2023-10-03,1,0.49,144,0
CUST02421,2024-06-27,4,0.42,8,0
CUST02422,2023-07-28,5,0.92,27,0
CUST02423,2024-11-17,2,0.13,40,1
CUST02424,2024-01-14,3,0.2,81,0
CUST02425,2023-03-17,1,0.35,119,0
CUST02426,2023-02-14,5,0.26,160,0
CUST02427,2024-11-13,5,0.73,190,0
CUST02428,2023-12-05,2,0.25,151,3
CUST02429,2024-04-22,4,0.5,177,1
CUST02430,2024-09-04,1,0.78,28,0
CUST02431,2023-03-05,4,0.42,164,0
CUST02432,2024-02-01,2,0.5,81,0
CUST02433,2023-12-20,2,0.87,17,2
CUST02434,2024-07-10,2,0.39,192,0
CUST02435,2023-08-23,1,0.39,238,0
CUST02436,2023-08-22,3,0.24,31,0
CUST02437,2023-01-27,2,0.54,108,0
CUST02438,2024-09-28,2,0.58,167,0
CUST02439,2023-06-11,2,0.17,204,0
CUST02440,2024-11-14,6,0.91,168,1
CUST02441,2024-12-24,5,0.63,182,1
CUST02442,2024-06-10,1,0.6,71,3
CUST02443,2024-02-08,2,0.34,160,0
CUST02444,2024-05-24,0,0.14,176,1
CUST02445,2024-08-15,4,0.08,66,0
CUST02446,2023-07-13,6,0.44,239,0
CUST02447,2024-09-11,2,0.67,176,0
CUST02448,2024-01-26,7,0.27,7,0
CUST02449,2024-10-06,1,0.39,26,0
CUST02450,2023-08-03,7,0.73,78,0
CUST02451,2023-03-28,0,0.68,201,0
CUST02452,2023-11-30,1,0.75,141,0
CUST02453,2024-09-15,2,0.37,95,1
CUST02454,2024-05-09,8,0.05,218,0
CUST02455,2024-03-20,2,0.74,174,1
CUST02456,2024-07-05,0,0.32,167,0
CUST02457,2023-03-21,4,0.77,89,0
CUST02458,2024-04-11,1,0.71,221,2
CUST02459,2024-10-28,6,0.47,126,2
CUST02460,2023-06-10,5,0.8,90,0
CUST02461,2023-03-12,8,0.59,235,0
CUST02462,2024-09-22,2,0.49,25,0
CUST02463,2024-01-28,8,0.08,166,0
CUST02464,2023-12-21,6,0.26,130,0
CUST02465,2023-11-05,7,0.58,99,3
CUST02466,2023-05-24,2,0.53,225,3
CUST02467,2024-07-26,4,0.35,100,0
CUST02468,2023-11-11,8,0.46,159,1
CUST02469,2024-04-09,3,0.69,224,3
CUST02470,2024-09-20,7,0.56,218,0
CUST02471,2023-05-11,6,0.15,123,0
CUST02472,2024-03-05,7,0.2,129,0
CUST02473,2024-06-30,4,0.83,65,2
CUST02474,2023-12-29,4,0.31,172,0
CUST02475,2024-04-02,2,0.84,230,0
CUST02476,2023-08-19,0,0.76,121,0
CUST02477,2023-06-01,5,0.83,39,0
CUST02478,2024-04-17,4,0.13,120,0
CUST02479,2023-07-17,3,0.39,53,0
CUST02480,2023-06-19,3,0.33,238,0
CUST02481,2024-06-14,3,0.14,61,0
CUST02482,2024-07-04,4,0.51,17,0
CUST02483,2023-02-18,4,0.26,154,2
CUST02484,2023-04-10,5,0.59,53,0
CUST02485,2024-11-26,5,0.86,131,0
CUST02486,2024-03-14,7,0.12,193,1
CUST02487,2023-02-25,0,0.5,86,2
CUST02488,2023-06-11,3,0.76,200,2
CUST02489,2023-08-17,8,0.77,140,2
CUST02490,2024-11-14,0,0.53,166,0
CUST02491,2024-08-26,5,0.51,79,2
CUST02492,2024-10-19,0,0.86,135,0
CUST02493,2023-12-27,5,0.71,115,0
CUST02494,2023-07-04,2,0.6,187,0
CUST02495,2024-12-08,2,0.74,72,0
CUST02496,2023-10-23,8,0.31,114,0
CUST02497,2023-11-15,0,0.1,87,3
CUST02498,2023-05-13,6,0.12,84,0
CUST02499,2024-03-05,4,0.19,8,0
CUST02500,2023-03-25,4,0.53,55,0
CUST02501,2024-01-21,8,0.59,117,0
CUST02502,2023-02-14,3,0.67,205,2
CUST02503,2023-06-25,7,0.07,208,1
CUST02504,2024-05-09,5,0.77,159,0
CUST02505,2024-03-07,0,0.4,18,2
CUST02506,2024-10-24,3,0.32,47,0
CUST02507,2023-06-25,3,0.47,123,0
CUST02508,2024-10-14,6,0.35,118,0
CUST02509,2024-06-08,3,0.83,63,0
CUST02510,2024-03-19,1,0.1,120,0
CUST02511,2024-11-06,8,0.81,122,0
CUST02512,2023-09-15,5,0.27,30,0
CUST02513,2023-11-07,0,0.63,37,0
CUST02514,2023-07-26,6,0.57,71,0
CUST02515,2023-12-07,6,0.12,31,0
CUST02516,2023-08-21,8,0.83,63,0
CUST02517,2023-11-12,2,0.83,121,0
CUST02518,2024-08-24,4,0.39,189,0
CUST02519,2024-09-06,0,0.07,57,0
CUST02520,2023-03-10,5,0.75,32,0
CUST02521,2023-10-04,0,0.71,100,0
CUST02522,2023-05-13,6,0.22,49,0
CUST02523,2023-07-14,3,0.28,234,3
CUST02524,2024-04-08,5,0.44,59,2
CUST02525,2023-01-28,1,0.54,24,3
CUST02526,2023-05-22,6,0.23,13,0
CUST02527,2023-01-12,5,0.66,83,0
CUST02528,2024-02-29,0,0.85,132,1
CUST02529,2024-07-11,8,0.41,193,0
CUST02530,2023-04-03,1,0.11,41,3
CUST02531,2024-07-18,1,0.42,138,1
CUST02532,2023-02-19,0,0.46,42,0
CUST02533,2024-01-02,4,0.88,224,0
CUST02534,2023-04-01,5,0.68,77,0
CUST02535,2024-07-14,5,0.42,80,0
CUST02536,2024-04-09,0,0.32,216,0
CUST02537,2023-08-18,2,0.84,227,0
CUST02538,2024-05-17,4,0.44,205,0
CUST02539,2024-01-20,0,0.43,231,3
CUST02540,2023-12-21,8,0.61,125,1
CUST02541,2024-03-09,0,0.91,159,0
CUST02542,2024-10-25,2,0.49,30,0
CUST02543,2023-04-01,0,0.78,18,1
CUST02544,2024-07-24,1,0.27,26,3
CUST02545,2024-02-29,4,0.06,13,1
CUST02546,2024-08-31,6,0.11,142,0
CUST02547,2024-09-03,6,0.78,9,0
CUST02548,2023-03-26,4,0.27,12,0
CUST02549,2024-05-10,8,0.24,233,0
CUST02550,2024-03-29,1,0.69,136,0
CUST02551,2024-10-07,2,0.4,35,0
CUST02552,2024-07-02,8,0.62,217,2
CUST02553,2023-01-22,1,0.22,24,0
CUST02554,2024-05-29,6,0.52,205,2
CUST02555,2023-06-25,8,0.87,217,0
CUST02556,2024-12-30,2,0.75,154,0
CUST02557,2024-10-19,7,0.07,124,0
CUST02558,2024-04-05,3,0.18,124,1
CUST02559,2023-09-11,4,0.1,32,0
CUST02560,2024-03-08,7,0.64,134,0
CUST02561,2024-02-29,3,0.12,23,0
CUST02562,2023-04-07,7,0.25,106,0
CUST02563,2023-11-12,5,0.51,185,2
CUST02564,2023-04-23,0,0.07,29,3
CUST02565,2023-01-06,2,0.21,25,2
CUST02566,2023-10-10,1,0.54,213,0
CUST02567,2024-04-27,4,0.88,112,0
CUST02568,2023-01-16,6,0.63,164,0
CUST02569,2024-05-20,4,0.81,239,0
CUST02570,2023-01-03,3,0.24,120,0
CUST02571,2024-07-27,3,0.3,78,0
CUST02572,2024-10-20,4,0.21,30,1
CUST02573,2023-05-02,8,0.29,194,1
CUST02574,2024-08-04,6,0.11,98,0
CUST02575,2023-08-29,8,0.75,86,0
CUST02576,2023-08-05,6,0.85,48,0
CUST02577,2024-11-18,3,0.35,28,0
CUST02578,2023-03-13,0,0.46,185,3
CUST02579,2023-12-26,4,0.28,146,0
CUST02580,2023-01-09,3,0.27,161,0
CUST02581,2023-10-25,3,0.53,108,2
