customer_id,joining_date,credit_score,annual_income,employment_status,residential_status,age,state
CUST02993,2020-07-17,839,1765896,Unemployed,Rented,38,West Bengal
CUST02994,2021-04-10,512,1549244,Unemployed,Owned,55,Gujarat
CUST02995,2023-03-07,427,704698,Employed,Rented,24,Maharashtra
CUST02996,2023-06-24,592,906311,Employed,Owned,66,Delhi
CUST02997,2022-02-18,824,1643610,Employed,Rented,57,West Bengal
CUST02998,2021-03-20,751,718837,Self-Employed,Owned,39,Kerala
CUST02999,2021-06-19,779,1399154,Self-Employed,Rented,25,Delhi
CUST03000,2020-10-27,687,798864,Employed,Owned,35,Karnataka
CUST03001,2022-07-20,623,1121699,Unemployed,Owned,25,Gujarat
CUST03002,2023-05-11,482,1020666,Self-Employed,Rented,20,Kerala
CUST03003,2020-03-25,744,1473912,Employed,Owned,60,Gujarat
CUST03004,2020-06-12,585,471211,Unemployed,Rented,21,Gujarat
CUST03005,2022-05-19,439,1691029,Self-Employed,Owned,31,Rajasthan
CUST03006,2023-09-20,803,875374,Self-Employed,Owned,38,Tamil Nadu
CUST03007,2021-10-10,497,1580876,Employed,Rented,44,Kerala
CUST03008,2023-02-07,708,1366614,Unemployed,Rented,60,Telangana
CUST03009,2022-02-03,409,251646,Unemployed,Rented,69,West Bengal
CUST03010,2021-10-30,471,1882457,Unemployed,Owned,64,Karnataka
CUST03011,2020-01-17,832,295535,Unemployed,Owned,38,Maharashtra
CUST03012,2021-06-06,750,584320,Unemployed,Rented,55,Gujarat
CUST03013,2022-09-21,389,557718,Unemployed,Owned,28,Kerala
CUST03014,2023-08-19,700,1362877,Self-Employed,Rented,62,Karnataka
CUST03015,2020-12-27,570,1157272,Unemployed,Owned,40,Rajasthan
CUST03016,2023-05-18,557,1616759,Employed,Rented,26,Maharashtra
CUST03017,2023-05-20,826,1381693,Unemployed,Owned,66,Kerala
CUST03018,2022-08-30,666,507251,Self-Employed,Owned,41,Maharashtra
CUST03019,2021-10-02,370,577119,Employed,Rented,18,Maharashtra
CUST03020,2023-12-11,427,954044,Unemployed,Rented,47,Tamil Nadu
CUST03021,2022-08-01,593,959002,Employed,Rented,65,Maharashtra
CUST03022,2023-11-12,579,1995531,Employed,Owned,64,West Bengal
CUST03023,2023-10-07,596,345963,Employed,Rented,44,Delhi
CUST03024,2021-04-05,670,1982182,Unemployed,Owned,39,Rajasthan
CUST03025,2020-11-14,364,836766,Self-Employed,Rented,49,Gujarat
CUST03026,2022-12-12,426,246543,Employed,Owned,68,Kerala
CUST03027,2023-12-24,342,1284735,Employed,Rented,35,Tamil Nadu
CUST03028,2021-12-01,368,295228,Self-Employed,Rented,35,West Bengal
CUST03029,2021-01-12,839,493045,Employed,Rented,50,Delhi
CUST03030,2020-11-13,346,363162,Unemployed,Rented,57,Telangana
CUST03031,2023-06-14,666,1094812,Unemployed,Rented,26,Uttar Pradesh
CUST03032,2021-11-13,663,1391358,Unemployed,Rented,41,Maharashtra
CUST03033,2021-05-02,425,282249,Unemployed,Owned,27,Uttar Pradesh
CUST03034,2023-03-22,532,705949,Self-Employed,Rented,45,Karnataka
CUST03035,2020-09-23,717,1272040,Employed,Rented,68,Rajasthan
CUST03036,2022-11-01,413,415735,Self-Employed,Rented,45,Rajasthan
CUST03037,2022-03-07,652,1206409,Self-Employed,Owned,70,Karnataka
CUST03038,2020-03-26,304,1163376,Employed,Rented,31,Maharashtra
CUST03039,2020-05-27,783,320318,Self-Employed,Rented,26,Karnataka
CUST03040,2021-11-01,313,607591,Unemployed,Rented,66,Rajasthan
CUST03041,2020-02-28,790,633608,Unemployed,Rented,20,Delhi
CUST03042,2021-11-28,366,1495692,Self-Employed,Owned,55,Tamil Nadu
CUST03043,2020-02-28,740,455534,Self-Employed,Rented,27,Kerala
CUST03044,2022-10-27,832,635512,Unemployed,Rented,20,Maharashtra
CUST03045,2023-05-10,372,662463,Employed,Rented,20,Maharashtra
CUST03046,2023-01-02,471,1204171,Unemployed,Owned,18,Telangana
CUST03047,2023-06-27,648,465923,Unemployed,Owned,70,Telangana
CUST03048,2021-01-11,735,408149,Unemployed,Rented,41,West Bengal
CUST03049,2022-03-15,825,1756806,Unemployed,Rented,53,Kerala
CUST03050,2023-11-12,711,1025779,Employed,Rented,53,Karnataka
CUST03051,2022-07-08,814,961047,Unemployed,Owned,64,Gujarat
CUST03052,2023-06-17,663,1587820,Self-Employed,Owned,63,Uttar Pradesh
CUST03053,2020-03-09,436,758643,Self-Employed,Rented,64,Kerala
CUST03054,2021-12-20,653,711891,Self-Employed,Rented,18,Tamil Nadu
CUST03055,2023-06-22,620,818590,Self-Employed,Rented,42,Maharashtra
CUST03056,2022-05-30,405,1649010,Self-Employed,Owned,42,Kerala
CUST03057,2023-03-16,367,1473265,Unemployed,Owned,32,Rajasthan
CUST03058,2022-05-16,820,717257,Employed,Owned,37,Gujarat
CUST03059,2021-06-28,429,1722194,Employed,Rented,33,Rajasthan
CUST03060,2023-03-19,748,581865,Employed,Owned,55,Telangana
CUST03061,2020-09-07,840,1175878,Self-Employed,Owned,65,Rajasthan
CUST03062,2020-05-03,557,1656041,Self-Employed,Owned,63,Karnataka
CUST03063,2020-03-06,474,605517,Self-Employed,Rented,46,Kerala
CUST03064,2023-07-11,660,1015724,Unemployed,Rented,56,Karnataka
CUST03065,2021-02-06,701,262344,Self-Employed,Rented,41,Telangana
CUST03066,2022-07-22,822,1150089,Self-Employed,Rented,58,Kerala
CUST03067,2022-08-03,774,1729148,Employed,Rented,47,Delhi
CUST03068,2021-06-14,611,505025,Self-Employed,Owned,63,Maharashtra
CUST03069,2021-02-06,600,579006,Employed,Rented,22,Maharashtra
CUST03070,2021-02-07,443,288571,Self-Employed,Rented,43,Rajasthan
CUST03071,2023-02-21,446,699690,Self-Employed,Owned,70,Rajasthan
CUST03072,2023-03-05,324,1374786,Employed,Rented,25,Gujarat
CUST03073,2021-06-08,323,1364763,Unemployed,Owned,47,Karnataka
CUST03074,2021-12-04,477,324494,Self-Employed,Owned,19,Tamil Nadu
CUST03075,2022-06-19,593,1499498,Self-Employed,Rented,50,Delhi
CUST03076,2021-03-26,665,271715,Self-Employed,Owned,60,Karnataka
CUST03077,2020-04-09,848,1575620,Employed,Rented,56,Delhi
CUST03078,2022-09-17,789,459466,Unemployed,Rented,61,Telangana
CUST03079,2022-03-01,598,1545554,Unemployed,Rented,59,Telangana
CUST03080,2023-11-03,781,594412,Self-Employed,Rented,56,West Bengal
CUST03081,2022-09-26,405,759997,Employed,Owned,60,Tamil Nadu
CUST03082,2022-11-08,848,268969,Employed,Rented,67,Rajasthan
CUST03083,2023-01-16,740,833312,Employed,Owned,18,Maharashtra
CUST03084,2022-08-21,774,282111,Unemployed,Rented,47,Delhi
CUST03085,2021-05-17,340,538095,Employed,Owned,20,Tamil Nadu
CUST03086,2021-01-26,375,520575,Employed,Owned,25,Tamil Nadu
CUST03087,2023-05-19,714,1055236,Employed,Rented,39,Karnataka
CUST03088,2023-12-02,664,1291883,Self-Employed,Owned,49,Delhi
CUST03089,2020-01-22,603,1362672,Unemployed,Rented,42,Karnataka
CUST03090,2022-04-26,812,263705,Unemployed,Owned,26,Telangana
CUST03091,2021-09-04,770,204278,Employed,Rented,61,Kerala
CUST03092,2020-05-26,768,239258,Unemployed,Rented,62,Kerala
CUST03093,2020-06-03,504,649402,Unemployed,Rented,65,West Bengal
CUST03094,2023-05-02,740,208703,Employed,Owned,31,Rajasthan
CUST03095,2020-12-27,340,1549750,Self-Employed,Owned,21,Kerala
CUST03096,2022-07-08,795,1344579,Unemployed,Owned,42,Maharashtra
CUST03097,2022-01-19,661,1835746,Self-Employed,Owned,41,Rajasthan
CUST03098,2022-02-07,324,327273,Employed,Rented,41,Uttar Pradesh
CUST03099,2020-07-28,501,1669611,Employed,Rented,45,Kerala
CUST03100,2020-09-25,397,1078357,Unemployed,Owned,27,Uttar Pradesh
CUST03101,2022-05-24,597,280441,Employed,Owned,40,Karnataka
CUST03102,2022-12-09,348,758470,Self-Employed,Rented,35,Tamil Nadu
CUST03103,2022-10-07,473,747585,Self-Employed,Owned,54,Telangana
CUST03104,2020-10-26,608,633139,Unemployed,Rented,56,Tamil Nadu
CUST03105,2021-08-01,367,1978258,Self-Employed,Rented,18,Kerala
CUST03106,2023-01-09,428,1654662,Employed,Owned,66,Telangana
CUST03107,2020-10-28,830,846935,Employed,Rented,27,Telangana
CUST03108,2023-08-23,353,1741512,Unemployed,Rented,23,Telangana
CUST03109,2023-10-26,548,735096,Employed,Owned,68,Kerala
CUST03110,2021-01-30,333,1184764,Self-Employed,Rented,48,Maharashtra
CUST03111,2020-08-27,334,993095,Employed,Owned,34,Gujarat
CUST03112,2022-04-13,394,1902954,Self-Employed,Rented,40,Karnataka
CUST03113,2020-07-19,685,1232217,Self-Employed,Owned,61,Tamil Nadu
CUST03114,2022-07-12,710,443158,Employed,Owned,34,Uttar Pradesh
CUST03115,2022-01-16,552,1591110,Unemployed,Owned,31,Tamil Nadu
CUST03116,2023-04-17,352,1431121,Employed,Rented,20,West Bengal
CUST03117,2022-06-01,442,1366115,Employed,Rented,40,Gujarat
CUST03118,2022-02-03,357,364741,Self-Employed,Owned,64,Kerala
CUST03119,2023-06-09,489,1458560,Self-Employed,Owned,24,Maharashtra
CUST03120,2022-05-21,846,968514,Employed,Owned,61,West Bengal
CUST03121,2022-05-26,768,1276483,Self-Employed,Owned,40,West Bengal
CUST03122,2022-01-24,794,810467,Unemployed,Owned,51,Maharashtra
CUST03123,2023-09-25,679,1182542,Employed,Owned,40,Rajasthan
CUST03124,2022-09-20,507,1402949,Unemployed,Rented,36,Kerala
CUST03125,2021-09-22,642,1075101,Self-Employed,Owned,65,West Bengal
CUST03126,2023-11-08,364,1491130,Unemployed,Rented,18,Delhi
CUST03127,2020-08-10,451,1549640,Self-Employed,Owned,28,Maharashtra
CUST03128,2023-09-17,569,654757,Self-Employed,Owned,45,Kerala
CUST03129,2023-06-02,826,368379,Employed,Rented,22,Kerala
CUST03130,2020-11-11,629,680959,Employed,Rented,69,Kerala
CUST03131,2022-12-26,546,1280719,Unemployed,Owned,67,Tamil Nadu
CUST03132,2021-01-05,733,371989,Unemployed,Owned,21,Telangana
CUST03133,2023-11-08,502,1082119,Employed,Owned,62,Kerala
CUST03134,2023-04-12,598,933358,Self-Employed,Owned,55,Tamil Nadu
CUST03135,2023-01-13,715,531998,Unemployed,Rented,55,Delhi
CUST03136,2021-05-01,530,440478,Employed,Owned,60,Uttar Pradesh
CUST03137,2022-10-15,624,306360,Self-Employed,Rented,49,Karnataka
CUST03138,2021-08-22,833,810172,Employed,Rented,24,Karnataka
CUST03139,2020-02-13,778,811474,Employed,Rented,39,Rajasthan
CUST03140,2021-03-12,843,1494690,Employed,Rented,65,Kerala
CUST03141,2021-12-18,764,1251879,Employed,Owned,40,Kerala
CUST03142,2020-10-19,639,1562313,Unemployed,Rented,57,Rajasthan
CUST03143,2021-01-30,557,789735,Unemployed,Rented,49,Rajasthan
CUST03144,2021-02-19,746,529750,Unemployed,Owned,54,Rajasthan
CUST03145,2022-11-01,552,261370,Unemployed,Owned,51,Telangana
CUST03146,2022-04-05,532,1354902,Self-Employed,Owned,40,Rajasthan
CUST03147,2020-10-02,496,595270,Employed,Owned,29,Maharashtra
CUST03148,2022-05-14,720,1632714,Unemployed,Owned,54,Gujarat
CUST03149,2021-09-18,398,906991,Unemployed,Rented,65,Karnataka
CUST03150,2020-01-01,497,815958,Employed,Rented,19,Rajasthan
CUST03151,2023-09-22,445,1325425,Unemployed,Owned,27,West Bengal
CUST03152,2021-05-04,377,1819254,Unemployed,Rented,26,Karnataka
CUST03153,2023-09-12,818,1336621,Unemployed,Owned,35,Telangana
CUST03154,2020-05-31,589,1092876,Unemployed,Rented,27,West Bengal
CUST03155,2023-04-13,488,1855853,Employed,Owned,35,Uttar Pradesh
CUST03156,2021-04-07,467,558618,Unemployed,Rented,58,Tamil Nadu
CUST03157,2022-01-14,541,1421774,Self-Employed,Rented,37,West Bengal
CUST03158,2022-02-22,633,1978432,Unemployed,Rented,46,Tamil Nadu
CUST03159,2021-04-28,387,1135319,Unemployed,Owned,18,Gujarat
CUST03160,2022-11-04,538,439342,Employed,Owned,60,Karnataka
CUST03161,2020-08-15,729,623836,Unemployed,Rented,58,West Bengal
CUST03162,2023-07-21,360,436293,Employed,Owned,54,Delhi
CUST03163,2023-11-26,302,1295770,Employed,Owned,35,Telangana
CUST03164,2022-04-23,568,823269,Self-Employed,Owned,52,Telangana
CUST03165,2023-12-31,526,1144338,Self-Employed,Rented,20,Maharashtra
CUST03166,2021-01-25,372,730086,Employed,Owned,54,Kerala
CUST03167,2023-07-02,812,1518721,Employed,Owned,43,Gujarat
CUST03168,2020-05-08,473,1725842,Employed,Owned,30,Uttar Pradesh
CUST03169,2023-07-19,607,1682087,Employed,Owned,68,Maharashtra
CUST03170,2022-01-14,380,1304457,Self-Employed,Owned,31,Rajasthan
CUST03171,2022-04-18,529,1488808,Employed,Rented,66,Tamil Nadu
CUST03172,2020-08-03,328,234201,Self-Employed,Owned,39,Kerala
CUST03173,2022-04-07,547,1300487,Unemployed,Owned,49,Maharashtra
CUST03174,2022-03-24,533,1186899,Employed,Owned,22,Rajasthan
CUST03175,2021-04-28,636,1104592,Employed,Rented,35,Kerala
CUST03176,2020-08-08,620,572401,Unemployed,Rented,21,Karnataka
CUST03177,2021-01-02,348,849701,Self-Employed,Owned,34,Delhi
CUST03178,2023-08-02,497,1892967,Self-Employed,Owned,54,Maharashtra
CUST03179,2023-07-12,718,301747,Self-Employed,Owned,29,Telangana
CUST03180,2022-10-19,646,739079,Self-Employed,Owned,53,Karnataka
CUST03181,2020-02-23,339,1897233,Employed,Owned,24,Karnataka
CUST03182,2020-02-02,718,1851994,Self-Employed,Owned,42,Tamil Nadu
CUST03183,2023-02-19,312,1912227,Employed,Rented,18,Maharashtra
CUST03184,2023-08-11,605,1284034,Self-Employed,Owned,59,Gujarat
CUST03185,2023-03-20,559,1512646,Unemployed,Rented,35,Telangana
CUST03186,2023-01-17,786,210175,Unemployed,Owned,58,Uttar Pradesh
CUST03187,2020-02-09,639,911302,Employed,Rented,23,Maharashtra
CUST03188,2022-09-06,750,1154823,Self-Employed,Owned,44,Telangana
CUST03189,2023-07-17,366,1582245,Self-Employed,Owned,24,Karnataka
CUST03190,2022-10-02,576,219101,Self-Employed,Owned,45,Delhi
CUST03191,2021-10-12,635,1500035,Unemployed,Owned,34,Delhi
CUST03192,2020-07-25,550,633208,Self-Employed,Rented,40,Delhi
CUST03193,2023-07-20,674,365394,Unemployed,Rented,56,Telangana
CUST03194,2021-01-27,707,1302759,Employed,Owned,20,West Bengal
CUST03195,2021-01-31,652,1458761,Employed,Rented,59,Delhi
CUST03196,2022-06-11,698,692692,Employed,Rented,35,Gujarat
CUST03197,2022-08-10,399,1239036,Unemployed,Owned,38,Maharashtra
CUST03198,2020-02-22,803,584119,Unemployed,Rented,41,Karnataka
CUST03199,2022-09-30,312,945904,Employed,Rented,52,Delhi
CUST03200,2022-11-08,355,331627,Employed,Rented,24,Tamil Nadu
CUST03201,2021-04-14,565,1406148,Employed,Owned,41,Telangana
CUST03202,2022-01-29,368,473527,Employed,Rented,20,Telangana
CUST03203,2020-12-17,817,1810796,Self-Employed,Rented,51,Gujarat
CUST03204,2022-03-18,845,1662262,Self-Employed,Rented,31,Uttar Pradesh
CUST03205,2023-11-07,762,1757309,Self-Employed,Rented,22,Telangana
CUST03206,2020-04-22,348,1022709,Self-Employed,Owned,18,Uttar Pradesh
CUST03207,2022-04-06,657,737301,Unemployed,Rented,46,Delhi
CUST03208,2020-08-29,460,1619660,Self-Employed,Rented,26,Telangana
CUST03209,2023-02-13,573,404517,Unemployed,Rented,46,Maharashtra
CUST03210,2021-11-27,781,624739,Unemployed,Owned,22,West Bengal
CUST03211,2022-06-12,670,1406399,Self-Employed,Owned,33,Tamil Nadu
CUST03212,2020-03-30,317,992143,Unemployed,Rented,52,Delhi
CUST03213,2023-12-12,622,1227271,Employed,Owned,29,Telangana
CUST03214,2020-05-29,357,256922,Unemployed,Owned,70,West Bengal
CUST03215,2022-09-09,312,371484,Unemployed,Rented,56,Maharashtra
CUST03216,2020-02-27,644,880721,Employed,Owned,57,Uttar Pradesh
CUST03217,2023-07-27,675,322317,Unemployed,Rented,21,Gujarat
CUST03218,2021-06-01,667,587109,Self-Employed,Rented,20,Telangana
CUST03219,2021-09-28,319,897212,Self-Employed,Owned,70,Rajasthan
CUST03220,2023-05-30,545,1333370,Employed,Rented,20,Delhi
CUST03221,2022-11-04,772,1721221,Self-Employed,Owned,54,Uttar Pradesh
CUST03222,2022-10-07,546,835449,Unemployed,Rented,36,Maharashtra
CUST03223,2023-03-11,643,917119,Self-Employed,Rented,20,Delhi
CUST03224,2021-09-14,705,686522,Unemployed,Rented,36,Tamil Nadu
CUST03225,2022-03-25,562,914311,Unemployed,Owned,70,Delhi
CUST03226,2021-05-24,826,398899,Self-Employed,Owned,22,Kerala
CUST03227,2022-08-22,558,1915755,Employed,Rented,62,Rajasthan
CUST03228,2020-07-26,834,1161635,Employed,Rented,37,Gujarat
CUST03229,2022-10-05,355,1445947,Unemployed,Owned,53,Tamil Nadu
CUST03230,2020-11-26,448,1516911,Unemployed,Owned,19,Gujarat
CUST03231,2023-11-28,414,1651404,Employed,Rented,66,Tamil Nadu
CUST03232,2021-11-05,302,1356545,Employed,Owned,59,Maharashtra
CUST03233,2020-12-01,763,1763470,Unemployed,Rented,59,Tamil Nadu
CUST03234,2022-06-28,520,514927,Self-Employed,Rented,25,Uttar Pradesh
CUST03235,2020-02-22,311,1779576,Self-Employed,Rented,36,Delhi
CUST03236,2023-01-13,422,987941,Unemployed,Rented,41,West Bengal
CUST03237,2022-09-14,367,702280,Unemployed,Rented,51,West Bengal
CUST03238,2020-01-28,728,1201794,Unemployed,Rented,50,Kerala
CUST03239,2021-03-02,563,786139,Employed,Owned,37,Telangana
CUST03240,2020-03-22,577,562430,Employed,Owned,28,Telangana
CUST03241,2023-10-11,327,1083937,Employed,Owned,40,West Bengal
CUST03242,2021-05-04,362,387957,Unemployed,Owned,57,West Bengal
CUST03243,2023-03-25,757,1979027,Self-Employed,Owned,38,Tamil Nadu
CUST03244,2020-08-24,734,1193247,Unemployed,Owned,59,West Bengal
CUST03245,2022-08-16,611,1735845,Unemployed,Owned,47,Gujarat
CUST03246,2022-10-19,360,768158,Self-Employed,Owned,35,Telangana
CUST03247,2023-03-13,579,1167026,Employed,Owned,20,Maharashtra
CUST03248,2023-07-26,811,1023846,Unemployed,Rented,35,Delhi
CUST03249,2022-06-26,772,1780612,Self-Employed,Rented,36,Kerala
CUST03250,2022-11-02,496,1122575,Unemployed,Rented,39,Delhi
CUST03251,2022-10-01,334,1667051,Unemployed,Owned,28,Rajasthan
CUST03252,2020-02-17,598,243145,Unemployed,Owned,28,Karnataka
CUST03253,2020-09-21,395,775469,Employed,Owned,59,Kerala
CUST03254,2022-12-10,513,1695699,Self-Employed,Owned,21,Tamil Nadu
CUST03255,2020-09-13,798,628930,Self-Employed,Owned,47,Gujarat
CUST03256,2022-07-09,664,957591,Unemployed,Rented,39,Kerala
CUST03257,2023-01-07,643,1040771,Unemployed,Rented,42,Karnataka
CUST03258,2020-10-15,446,550287,Employed,Owned,70,Tamil Nadu
CUST03259,2023-07-17,332,1657220,Unemployed,Rented,39,Uttar Pradesh
CUST03260,2022-06-16,616,1533972,Employed,Owned,40,Uttar Pradesh
CUST03261,2023-03-22,500,577473,Self-Employed,Rented,20,Kerala
CUST03262,2021-05-25,706,1536246,Employed,Rented,67,West Bengal
CUST03263,2022-03-24,468,1718815,Self-Employed,Rented,20,Uttar Pradesh
CUST03264,2020-02-12,520,1622472,Unemployed,Owned,70,Karnataka
CUST03265,2023-06-21,727,1529646,Employed,Owned,31,Tamil Nadu
CUST03266,2023-04-19,539,1105760,Unemployed,Owned,60,Delhi
CUST03267,2023-12-31,325,1284424,Employed,Owned,30,Delhi
CUST03268,2020-02-18,465,1422931,Unemployed,Rented,64,Karnataka
CUST03269,2021-07-16,389,1290688,Self-Employed,Owned,69,Kerala
CUST03270,2021-10-08,727,1193475,Employed,Rented,33,Uttar Pradesh
CUST03271,2021-10-21,452,896076,Self-Employed,Rented,33,Kerala
CUST03272,2023-06-26,311,426398,Self-Employed,Owned,44,Kerala
CUST03273,2020-02-03,850,455317,Unemployed,Owned,69,Rajasthan
CUST03274,2023-10-19,348,478393,Employed,Rented,56,Uttar Pradesh
CUST03275,2023-12-13,409,1916594,Employed,Rented,36,Delhi
CUST03276,2023-04-19,788,1915112,Unemployed,Rented,56,Kerala
CUST03277,2022-04-19,443,214788,Self-Employed,Owned,62,West Bengal
CUST03278,2022-04-02,848,826984,Employed,Owned,67,Karnataka
CUST03279,2020-04-25,538,529281,Self-Employed,Owned,23,Kerala
CUST03280,2023-03-16,339,331437,Self-Employed,Rented,31,Delhi
CUST03281,2022-02-27,841,769855,Employed,Rented,25,Kerala
CUST03282,2022-11-02,790,1831470,Self-Employed,Rented,58,Kerala
CUST03283,2022-07-15,707,1659460,Employed,Owned,53,Telangana
CUST03284,2021-02-21,637,1931268,Unemployed,Owned,43,Maharashtra
CUST03285,2022-08-15,594,225412,Employed,Owned,31,Gujarat
CUST03286,2021-09-02,567,1587357,Self-Employed,Owned,30,Kerala
CUST03287,2020-07-03,401,211728,Employed,Owned,48,West Bengal
CUST03288,2020-12-25,305,1027625,Self-Employed,Owned,23,Telangana
CUST03289,2023-12-22,509,833258,Self-Employed,Owned,62,Karnataka
CUST03290,2023-09-13,340,866231,Employed,Rented,56,Gujarat
CUST03291,2022-12-19,746,1624210,Unemployed,Rented,58,Maharashtra
CUST03292,2021-11-04,716,379665,Unemployed,Owned,26,Maharashtra
CUST03293,2023-06-11,403,1711280,Employed,Owned,70,Tamil Nadu
CUST03294,2020-03-21,809,1725622,Unemployed,Owned,21,West Bengal
CUST03295,2020-10-02,849,438737,Unemployed,Rented,23,Rajasthan
CUST03296,2021-05-09,680,758826,Self-Employed,Owned,30,Tamil Nadu
CUST03297,2021-01-04,388,423224,Self-Employed,Owned,52,West Bengal
CUST03298,2022-08-13,451,1673872,Employed,Owned,60,Rajasthan
CUST03299,2020-02-14,784,928116,Employed,Owned,60,Delhi
CUST03300,2023-12-30,314,566436,Unemployed,Rented,51,West Bengal
CUST03301,2020-05-17,567,1532376,Employed,Rented,50,Gujarat
CUST03302,2023-09-14,810,1586810,Self-Employed,Owned,18,Rajasthan
CUST03303,2023-01-03,607,694438,Self-Employed,Owned,47,Uttar Pradesh
CUST03304,2022-04-28,581,999796,Self-Employed,Rented,51,Telangana
CUST03305,2022-01-05,444,637846,Unemployed,Owned,25,Tamil Nadu
CUST03306,2023-06-02,429,936581,Self-Employed,Owned,20,Rajasthan
CUST03307,2021-07-17,455,1973685,Self-Employed,Owned,27,Gujarat
CUST03308,2022-08-08,547,1115897,Self-Employed,Owned,52,Maharashtra
CUST03309,2020-11-26,737,1401504,Unemployed,Owned,38,West Bengal
CUST03310,2022-02-10,475,1823444,Self-Employed,Rented,67,Tamil Nadu
CUST03311,2021-05-21,430,1933469,Unemployed,Rented,42,Uttar Pradesh
CUST03312,2020-08-03,465,917725,Unemployed,Owned,40,West Bengal
CUST03313,2020-04-20,573,948635,Unemployed,Owned,32,Gujarat
CUST03314,2022-03-22,444,709482,Employed,Owned,36,Uttar Pradesh
CUST03315,2020-11-19,672,1015107,Self-Employed,Rented,19,Kerala
CUST03316,2023-07-15,763,908891,Self-Employed,Rented,70,Kerala
CUST03317,2023-08-08,549,750961,Employed,Rented,52,Rajasthan
CUST03318,2022-07-13,842,566791,Unemployed,Rented,23,Kerala
CUST03319,2022-12-22,574,1938186,Employed,Rented,21,West Bengal
CUST03320,2023-04-27,477,1633854,Unemployed,Rented,59,Delhi
CUST03321,2020-11-05,493,747306,Unemployed,Owned,49,Karnataka
CUST03322,2020-04-14,795,532984,Employed,Owned,41,Delhi
CUST03323,2020-03-26,728,332275,Employed,Rented,59,Uttar Pradesh
CUST03324,2020-05-06,342,1719267,Self-Employed,Owned,28,Gujarat
CUST03325,2020-04-12,688,1280682,Employed,Rented,29,Kerala
CUST03326,2020-07-29,556,916815,Self-Employed,Rented,44,Telangana
CUST03327,2023-01-09,549,1028974,Unemployed,Owned,41,Tamil Nadu
CUST03328,2020-02-08,368,1722362,Unemployed,Rented,38,Kerala
CUST03329,2021-09-11,789,784906,Self-Employed,Rented,58,Kerala
CUST03330,2021-10-14,614,1035122,Employed,Owned,18,Gujarat
CUST03331,2022-06-11,706,924459,Employed,Owned,51,Tamil Nadu
CUST03332,2020-11-18,478,1914130,Employed,Rented,46,Gujarat
CUST03333,2022-08-10,726,1733626,Employed,Rented,46,Uttar Pradesh
CUST03334,2020-02-11,548,802209,Unemployed,Owned,55,Delhi
CUST03335,2023-11-01,572,1772758,Self-Employed,Owned,68,Rajasthan
CUST03336,2021-11-23,391,632769,Employed,Rented,37,West Bengal
CUST03337,2020-10-10,776,735421,Employed,Owned,56,Karnataka
CUST03338,2020-06-20,399,897068,Unemployed,Rented,31,Karnataka
CUST03339,2023-08-14,714,1960950,Self-Employed,Rented,23,Tamil Nadu
CUST03340,2023-04-26,441,1678242,Self-Employed,Owned,59,Telangana
CUST03341,2022-10-31,460,849469,Unemployed,Owned,48,Gujarat
CUST03342,2022-04-25,367,498529,Self-Employed,Owned,38,Telangana
CUST03343,2022-07-23,599,750529,Employed,Rented,18,Kerala
CUST03344,2020-01-14,841,1413524,Unemployed,Rented,19,West Bengal
CUST03345,2022-07-27,378,1033275,Employed,Rented,66,Telangana
CUST03346,2023-04-30,828,1655210,Self-Employed,Rented,45,West Bengal
CUST03347,2023-03-27,751,693971,Unemployed,Owned,37,Tamil Nadu
CUST03348,2023-09-12,712,771472,Unemployed,Rented,43,Delhi
CUST03349,2023-06-11,568,796670,Unemployed,Rented,27,Tamil Nadu
CUST03350,2022-12-07,674,470583,Employed,Owned,23,West Bengal
CUST03351,2022-04-14,400,1327163,Unemployed,Rented,47,Gujarat
CUST03352,2022-12-01,843,1704368,Self-Employed,Owned,66,Rajasthan
CUST03353,2022-10-07,487,1606221,Unemployed,Owned,22,Kerala
CUST03354,2021-03-14,643,751904,Unemployed,Owned,58,West Bengal
CUST03355,2023-01-11,416,254730,Employed,Owned,33,Karnataka
CUST03356,2020-05-30,559,1655966,Employed,Owned,47,Rajasthan
CUST03357,2023-11-23,586,503256,Self-Employed,Rented,36,Karnataka
CUST03358,2021-05-03,747,1265380,Unemployed,Owned,43,Maharashtra
CUST03359,2020-01-14,643,1320953,Unemployed,Rented,25,Kerala
CUST03360,2021-11-23,398,1105304,Self-Employed,Rented,55,Tamil Nadu
CUST03361,2020-10-13,787,746225,Unemployed,Rented,65,Delhi
CUST03362,2021-02-04,493,580013,Self-Employed,Owned,69,Gujarat
CUST03363,2022-10-03,801,1337288,Employed,Owned,19,Gujarat
CUST03364,2021-09-09,519,337272,Employed,Rented,39,Karnataka
CUST03365,2022-08-20,475,574578,Employed,Owned,24,Maharashtra
CUST03366,2022-04-07,511,1748253,Unemployed,Rented,55,Uttar Pradesh
CUST03367,2020-02-15,628,1307833,Employed,Rented,31,Telangana
CUST03368,2021-11-25,394,204883,Self-Employed,Rented,52,Telangana
CUST03369,2020-11-11,732,1849769,Self-Employed,Rented,54,Karnataka
CUST03370,2020-04-23,838,246796,Unemployed,Rented,69,Gujarat
CUST03371,2020-12-23,579,672171,Unemployed,Owned,61,Uttar Pradesh
CUST03372,2023-09-24,644,1101989,Self-Employed,Rented,64,Karnataka
CUST03373,2021-03-22,747,608530,Unemployed,Rented,41,Maharashtra
